alpha,gamma,sigma,activation,minimized_quantity,lambda_opt
0.3205958549222797,6.23838383838384,0.5,erf,evidence,0.5228199691641372
0.3155881415364998,6.337373737373738,0.5,erf,evidence,0.5215050040788347
0.3107344632768361,6.436363636363637,0.5,erf,evidence,0.5202326893619724
0.3060278207109737,6.535353535353536,0.5,erf,evidence,0.5190009962680325
0.3014616321559074,6.634343434343435,0.5,erf,evidence,0.517808022231916
0.29702970297029696,6.733333333333335,0.5,erf,evidence,0.5166519800385475
0.29272619751626255,6.832323232323232,0.5,erf,evidence,0.5155311896306823
0.28854561352375396,6.931313131313132,0.5,erf,evidence,0.5144440775354179
0.2844827586206896,7.030303030303031,0.5,erf,evidence,0.513389566618906
0.2805327288183621,7.12929292929293,0.5,erf,evidence,0.512365419932918
0.27669088876467296,7.228282828282829,0.5,erf,evidence,0.5113707390475936
0.27295285359801486,7.327272727272728,0.5,erf,evidence,0.5104042769881976
0.2693144722524483,7.426262626262626,0.5,erf,evidence,0.5094648560751918
0.2657718120805369,7.525252525252525,0.5,erf,evidence,0.5085513624293213
0.2623211446740858,7.624242424242426,0.5,erf,evidence,0.5076627428724038
0.2589589327753073,7.723232323232325,0.5,erf,evidence,0.506797999895757
0.2556818181818181,7.822222222222224,0.5,erf,evidence,0.5059561885642937
0.25248661055853094,7.921212121212123,0.5,erf,evidence,0.5051364125656695
0.24937027707808562,8.02020202020202,0.5,erf,evidence,0.5043378221857155
0.24632993281910923,8.11919191919192,0.5,erf,evidence,0.5035596099794368
0.24336283185840707,8.218181818181819,0.5,erf,evidence,0.5028010091867252
0.2404663589992713,8.317171717171718,0.5,erf,evidence,0.5020612909073204
0.23763802208353335,8.416161616161617,0.5,erf,evidence,0.5013397618147023
0.23487544483985764,8.515151515151516,0.5,erf,evidence,0.5006357618048897
0.2321763602251407,8.614141414141415,0.5,erf,evidence,0.4999486622441103
0.2295386042198006,8.713131313131314,0.5,erf,evidence,0.49927755157980686
0.22696011004126546,8.812121212121212,0.5,erf,evidence,0.4986223258674938
0.22443890274314213,8.911111111111111,0.5,erf,evidence,0.4979824412897131
0.2219730941704036,9.01010101010101,0.5,erf,evidence,0.49735722239279295
0.21956087824351297,9.10909090909091,0.5,erf,evidence,0.4967461723464988
0.21720052654673103,9.208080808080808,0.5,erf,evidence,0.4961488165136953
0.2148903841979596,9.307070707070707,0.5,erf,evidence,0.4955647018440029
0.21262886597938144,9.406060606060606,0.5,erf,evidence,0.4949938776327991
0.2104144527098831,9.505050505050505,0.5,erf,evidence,0.49443496378705326
0.2082456878418174,9.604040404040404,0.5,erf,evidence,0.4938880439901846
0.2061211742660837,9.703030303030303,0.5,erf,evidence,0.49335273775738664
0.20403957131079967,9.802020202020202,0.5,erf,evidence,0.49282867918135453
0.20199959192001632,9.901010101010101,0.5,erf,evidence,0.49231551849323985
0.2,10.0,0.5,erf,evidence,0.49181292129729726

10.0,1.0,0.0,erf,evidence,0.6617935746480622
6.689189189189189,1.494949494949495,0.0,erf,evidence,0.5247851448499121
5.025380710659898,1.98989898989899,0.0,erf,evidence,0.47501546101844483
4.024390243902439,2.484848484848485,0.0,erf,evidence,0.4521312438872952
3.35593220338983,2.97979797979798,0.0,erf,evidence,0.4397544955867345
2.877906976744186,3.474747474747475,0.0,erf,evidence,0.4322592162769355
2.519083969465649,3.9696969696969697,0.0,erf,evidence,0.42733789644171855
2.2398190045248865,4.464646464646465,0.0,erf,evidence,0.4239046313405302
2.016293279022403,4.95959595959596,0.0,erf,evidence,0.42139925156596025
1.833333333333333,5.454545454545455,0.0,erf,evidence,0.4195028321485938
1.6808149405772495,5.94949494949495,0.0,erf,evidence,0.41802255135309707
1.5517241379310345,6.444444444444445,0.0,erf,evidence,0.4168409016161069
1.4410480349344978,6.9393939393939394,0.0,erf,evidence,0.4158785420103035
1.3451086956521738,7.434343434343435,0.0,erf,evidence,0.415081287213724
1.2611464968152863,7.929292929292931,0.0,erf,evidence,0.41441121879058274
1.1870503597122302,8.424242424242424,0.0,erf,evidence,0.4138409843053289
1.1211778029445072,8.91919191919192,0.0,erf,evidence,0.41335040609035445
1.0622317596566522,9.414141414141415,0.0,erf,evidence,0.4129243042085921
1.0091743119266054,9.90909090909091,0.0,erf,evidence,0.4125496381134613
0.9611650485436891,10.404040404040407,0.0,erf,evidence,0.41222027280260815
0.9175162187210378,10.898989898989901,0.0,erf,evidence,0.41192760698401576
0.877659574468085,11.393939393939396,0.0,erf,evidence,0.411665973792628
0.8411214953271027,11.888888888888891,0.0,erf,evidence,0.41143075414702407
0.8075040783034256,12.383838383838386,0.0,erf,evidence,0.411218249590559
0.776470588235294,12.87878787878788,0.0,erf,evidence,0.41102537435759956
0.7477341389728096,13.373737373737375,0.0,erf,evidence,0.4108495783828426
0.7210487982520029,13.86868686868687,0.0,erf,evidence,0.4106887290402122
0.6962025316455694,14.363636363636367,0.0,erf,evidence,0.41054103003617093
0.6730115567641058,14.858585858585863,0.0,erf,evidence,0.4104049582551949
0.6513157894736841,15.353535353535356,0.0,erf,evidence,0.4102792142168741
0.6309751434034415,15.848484848484853,0.0,erf,evidence,0.41016268286703833
0.6118665018541408,16.343434343434346,0.0,erf,evidence,0.4100544005338003
0.5938812237552489,16.83838383838384,0.0,erf,evidence,0.40995352066165647
0.5769230769230769,17.333333333333336,0.0,erf,evidence,0.4098593320767896
0.5609065155807365,17.82828282828283,0.0,erf,evidence,0.4097711984699933
0.5457552370452039,18.323232323232325,0.0,erf,evidence,0.40968856277751836
0.5314009661835748,18.81818181818182,0.0,erf,evidence,0.4096109318573475
0.5177824267782426,19.313131313131315,0.0,erf,evidence,0.40953786979745693
0.504844467108618,19.80808080808081,0.0,erf,evidence,0.4094689894199178
0.49253731343283574,20.303030303030305,0.0,erf,evidence,0.4094039456980327
0.48081593006313733,20.797979797979803,0.0,erf,evidence,0.4093424302156677
0.469639468690702,21.292929292929298,0.0,erf,evidence,0.4092841664729383
0.4589707927677329,21.787878787878793,0.0,erf,evidence,0.4092289058871714
0.44877606527651853,22.282828282828284,0.0,erf,evidence,0.40917642438202784
0.4390243902439024,22.777777777777782,0.0,erf,evidence,0.4091265194518501
0.42968749999999994,23.272727272727277,0.0,erf,evidence,0.4090790074856051
0.42073948151296214,23.767676767676768,0.0,erf,evidence,0.40903372226408186
0.4121565362198168,24.262626262626263,0.0,erf,evidence,0.40899051193849234
0.40391676866585063,24.75757575757576,0.0,erf,evidence,0.4089492385135359
0.39599999999999996,25.252525252525256,0.0,erf,evidence,0.4089097755955792
0.38838760298156133,25.74747474747475,0.0,erf,evidence,0.4088720075633066
0.38106235565819857,26.242424242424246,0.0,erf,evidence,0.40883582837804655
0.37400831129580653,26.73737373737374,0.0,erf,evidence,0.4088011390074001
0.3672106824925816,27.232323232323232,0.0,erf,evidence,0.40876785298744966
0.36065573770491793,27.727272727272734,0.0,erf,evidence,0.4087358860371376
0.35433070866141725,28.22222222222223,0.0,erf,evidence,0.40870516181787414
0.3482237073513893,28.717171717171723,0.0,erf,evidence,0.4086756097472004
0.3423236514522821,29.212121212121218,0.0,erf,evidence,0.40864716444613064
0.3366201972118326,29.707070707070717,0.0,erf,evidence,0.408619765289483
0.33110367892976583,30.202020202020208,0.0,erf,evidence,0.4085933559735602
0.3257650542941757,30.6969696969697,0.0,erf,evidence,0.40856788414822287
0.3205958549222797,31.1919191919192,0.0,erf,evidence,0.4085433010603455
0.3155881415364998,31.686868686868692,0.0,erf,evidence,0.40851956128114636
0.3107344632768361,32.18181818181819,0.0,erf,evidence,0.4084966223811137
0.3060278207109737,32.67676767676768,0.0,erf,evidence,0.408474444747038
0.3014616321559074,33.17171717171718,0.0,erf,evidence,0.4084529913041837
0.29702970297029696,33.66666666666667,0.0,erf,evidence,0.4084322273456296
0.29272619751626255,34.161616161616166,0.0,erf,evidence,0.40841212033455027
0.28854561352375396,34.65656565656566,0.0,erf,evidence,0.4083926397367763
0.2844827586206896,35.151515151515156,0.0,erf,evidence,0.4083737568771474
0.2805327288183621,35.64646464646465,0.0,erf,evidence,0.40835544479297453
0.27669088876467296,36.141414141414145,0.0,erf,evidence,0.4083386222441207
0.27295285359801486,36.63636363636364,0.0,erf,evidence,0.4083213853512025
0.2693144722524483,37.131313131313135,0.0,erf,evidence,0.4083046259345459
0.2657718120805369,37.62626262626263,0.0,erf,evidence,0.4082883570639662
0.2623211446740858,38.12121212121213,0.0,erf,evidence,0.40827254591575085
0.2589589327753073,38.61616161616163,0.0,erf,evidence,0.4082571734300859
0.2556818181818181,39.11111111111112,0.0,erf,evidence,0.40824222175509267
0.25248661055853094,39.606060606060616,0.0,erf,evidence,0.40822767388532816
0.24937027707808562,40.101010101010104,0.0,erf,evidence,0.4082135137736433
0.24632993281910923,40.5959595959596,0.0,erf,evidence,0.4081997262628797
0.24336283185840707,41.09090909090909,0.0,erf,evidence,0.40818629672023726
0.2404663589992713,41.58585858585859,0.0,erf,evidence,0.40817321157475406
0.23763802208353335,42.08080808080808,0.0,erf,evidence,0.4081604576240274
0.23487544483985764,42.57575757575758,0.0,erf,evidence,0.40814802268143124
0.2321763602251407,43.07070707070707,0.0,erf,evidence,0.40813589496889235
0.2295386042198006,43.56565656565657,0.0,erf,evidence,0.4081240630471656
0.22696011004126546,44.06060606060606,0.0,erf,evidence,0.4081125165938992
0.22443890274314213,44.55555555555556,0.0,erf,evidence,0.40810124525146263
0.2219730941704036,45.05050505050505,0.0,erf,evidence,0.408090239374834
0.21956087824351297,45.54545454545455,0.0,erf,evidence,0.40807950042621627
0.21720052654673103,46.04040404040404,0.0,erf,evidence,0.40806897672309084
0.2148903841979596,46.535353535353536,0.0,erf,evidence,0.40805871353000345
0.21262886597938144,47.03030303030303,0.0,erf,evidence,0.40804868118166693
0.2104144527098831,47.525252525252526,0.0,erf,evidence,0.4080388721366327
0.2082456878418174,48.02020202020202,0.0,erf,evidence,0.4080292790045922
0.2061211742660837,48.515151515151516,0.0,erf,evidence,0.40801989476075634
0.20403957131079967,49.01010101010101,0.0,erf,evidence,0.40801071258441085
0.20199959192001632,49.505050505050505,0.0,erf,evidence,0.4080017262280332
0.2,50.0,0.0,erf,evidence,0.40799292940956133

10.0,1.0,0.0,erf,error_pb,0.10685072390578745
6.689189189189189,1.494949494949495,0.0,erf,error_pb,0.1314401899015228
5.025380710659898,1.98989898989899,0.0,erf,error_pb,0.15326616277422572
4.024390243902439,2.484848484848485,0.0,erf,error_pb,0.16915482017701636
3.35593220338983,2.97979797979798,0.0,erf,error_pb,0.18104795388933015
2.877906976744186,3.474747474747475,0.0,erf,error_pb,0.19037773102425257
2.519083969465649,3.9696969696969697,0.0,erf,error_pb,0.1979874699507007
2.2398190045248865,4.464646464646465,0.0,erf,error_pb,0.20439973838778563
2.016293279022403,4.95959595959596,0.0,erf,error_pb,0.20993961989503507
1.833333333333333,5.454545454545455,0.0,erf,error_pb,0.21483016795252158
1.6808149405772495,5.94949494949495,0.0,erf,error_pb,0.21921788495950845
1.5517241379310345,6.444444444444445,0.0,erf,error_pb,0.22321091054311604
1.4410480349344978,6.9393939393939394,0.0,erf,error_pb,0.22688510664843922
1.3451086956521738,7.434343434343435,0.0,erf,error_pb,0.23029533717073816
1.2611464968152863,7.929292929292931,0.0,erf,error_pb,0.23348534623463651
1.1870503597122302,8.424242424242424,0.0,erf,error_pb,0.2364905473229542
1.1211778029445072,8.91919191919192,0.0,erf,error_pb,0.2393313421212022
1.0622317596566522,9.414141414141415,0.0,erf,error_pb,0.24203464804634736
1.0091743119266054,9.90909090909091,0.0,erf,error_pb,0.24461428293547322
0.9611650485436891,10.404040404040407,0.0,erf,error_pb,0.24708427099475455
0.9175162187210378,10.898989898989901,0.0,erf,error_pb,0.2494547095912548
0.877659574468085,11.393939393939396,0.0,erf,error_pb,0.2517361950948274
0.8411214953271027,11.888888888888891,0.0,erf,error_pb,0.25393624484772365
0.8075040783034256,12.383838383838386,0.0,erf,error_pb,0.25606144764176286
0.776470588235294,12.87878787878788,0.0,erf,error_pb,0.2581177390885326
0.7477341389728096,13.373737373737375,0.0,erf,error_pb,0.26010907709799114
0.7210487982520029,13.86868686868687,0.0,erf,error_pb,0.26204247333735115
0.6962025316455694,14.363636363636367,0.0,erf,error_pb,0.2639180734408088
0.6730115567641058,14.858585858585863,0.0,erf,error_pb,0.2657444540047941
0.6513157894736841,15.353535353535356,0.0,erf,error_pb,0.26751796174325765
0.6309751434034415,15.848484848484853,0.0,erf,error_pb,0.26924604857517376
0.6118665018541408,16.343434343434346,0.0,erf,error_pb,0.2709298151314338
0.5938812237552489,16.83838383838384,0.0,erf,error_pb,0.2725705583202262
0.5769230769230769,17.333333333333336,0.0,erf,error_pb,0.27417385758280494
0.5609065155807365,17.82828282828283,0.0,erf,error_pb,0.27573435873041413
0.5457552370452039,18.323232323232325,0.0,erf,error_pb,0.27726203141040573
0.5314009661835748,18.81818181818182,0.0,erf,error_pb,0.2787516647829139
0.5177824267782426,19.313131313131315,0.0,erf,error_pb,0.2809702077374401
0.504844467108618,19.80808080808081,0.0,erf,error_pb,0.2815810881561501
0.49253731343283574,20.303030303030305,0.0,erf,error_pb,0.28297507052838367
0.48081593006313733,20.797979797979803,0.0,erf,error_pb,0.28433718936144203
0.469639468690702,21.292929292929298,0.0,erf,error_pb,0.28567059936106853
0.4589707927677329,21.787878787878793,0.0,erf,error_pb,0.28697586570240724
0.44877606527651853,22.282828282828284,0.0,erf,error_pb,0.28825393713943354
0.4390243902439024,22.777777777777782,0.0,erf,error_pb,0.28950570491017913
0.42968749999999994,23.272727272727277,0.0,erf,error_pb,0.2907320228508725
0.42073948151296214,23.767676767676768,0.0,erf,error_pb,0.2919336960939053
0.4121565362198168,24.262626262626263,0.0,erf,error_pb,0.29311148918705904
0.40391676866585063,24.75757575757576,0.0,erf,error_pb,0.29426613082638337
0.39599999999999996,25.252525252525256,0.0,erf,error_pb,0.29539831242967635
0.38838760298156133,25.74747474747475,0.0,erf,error_pb,0.2965087030890479
0.38106235565819857,26.242424242424246,0.0,erf,error_pb,0.2975979310481981
0.37400831129580653,26.73737373737374,0.0,erf,error_pb,0.29866660731329675
0.3672106824925816,27.232323232323232,0.0,erf,error_pb,0.2997153093513487
0.36065573770491793,27.727272727272734,0.0,erf,error_pb,0.3007445923559329
0.35433070866141725,28.22222222222223,0.0,erf,error_pb,0.3017549950292764
0.3482237073513893,28.717171717171723,0.0,erf,error_pb,0.3027470299859628
0.3423236514522821,29.212121212121218,0.0,erf,error_pb,0.3037211910966616
0.3366201972118326,29.707070707070717,0.0,erf,error_pb,0.3046779550853847
0.33110367892976583,30.202020202020208,0.0,erf,error_pb,0.3056177759210025
0.3257650542941757,30.6969696969697,0.0,erf,error_pb,0.3065410983657721
0.3205958549222797,31.1919191919192,0.0,erf,error_pb,0.307448342605896
0.3155881415364998,31.686868686868692,0.0,erf,error_pb,0.30833992377073977
0.3107344632768361,32.18181818181819,0.0,erf,error_pb,0.30921623597014886
0.3060278207109737,32.67676767676768,0.0,erf,error_pb,0.3100776606881427
0.3014616321559074,33.17171717171718,0.0,erf,error_pb,0.310925353740945
0.29702970297029696,33.66666666666667,0.0,erf,error_pb,0.3117581096902314
0.29272619751626255,34.161616161616166,0.0,erf,error_pb,0.3125770519284667
0.28854561352375396,34.65656565656566,0.0,erf,error_pb,0.313382509938909
0.2844827586206896,35.151515151515156,0.0,erf,error_pb,0.3141748111094664
0.2805327288183621,35.64646464646465,0.0,erf,error_pb,0.314954264194811
0.27669088876467296,36.141414141414145,0.0,erf,error_pb,0.3157211544564687
0.27295285359801486,36.63636363636364,0.0,erf,error_pb,0.3164758169907016
0.2693144722524483,37.131313131313135,0.0,erf,error_pb,0.3172185122229699
0.2657718120805369,37.62626262626263,0.0,erf,error_pb,0.3179495199883405
0.2623211446740858,38.12121212121213,0.0,erf,error_pb,0.31866910575079904
0.2589589327753073,38.61616161616163,0.0,erf,error_pb,0.31937669658294654
0.2556818181818181,39.11111111111112,0.0,erf,error_pb,0.32007420897396405
0.25248661055853094,39.606060606060616,0.0,erf,error_pb,0.3207610547063288
0.24937027707808562,40.101010101010104,0.0,erf,error_pb,0.3214374711983804
0.24632993281910923,40.5959595959596,0.0,erf,error_pb,0.3221036914062098
0.24336283185840707,41.09090909090909,0.0,erf,error_pb,0.32275993341762704
0.2404663589992713,41.58585858585859,0.0,erf,error_pb,0.3234064197702281
0.23763802208353335,42.08080808080808,0.0,erf,error_pb,0.3240433581107464
0.23487544483985764,42.57575757575758,0.0,erf,error_pb,0.3246709541425901
0.2321763602251407,43.07070707070707,0.0,erf,error_pb,0.3252894127326549
0.2295386042198006,43.56565656565657,0.0,erf,error_pb,0.3258989262471265
0.22696011004126546,44.06060606060606,0.0,erf,error_pb,0.32649968289930115
0.22443890274314213,44.55555555555556,0.0,erf,error_pb,0.3270918593806965
0.2219730941704036,45.05050505050505,0.0,erf,error_pb,0.32767563359427737
0.21956087824351297,45.54545454545455,0.0,erf,error_pb,0.3282511827763644
0.21720052654673103,46.04040404040404,0.0,erf,error_pb,0.3288186756284472
0.2148903841979596,46.535353535353536,0.0,erf,error_pb,0.32937827864740377
0.21262886597938144,47.03030303030303,0.0,erf,error_pb,0.32993014431133666
0.2104144527098831,47.525252525252526,0.0,erf,error_pb,0.3304744359171644
0.2082456878418174,48.02020202020202,0.0,erf,error_pb,0.33101130134151235
0.2061211742660837,48.515151515151516,0.0,erf,error_pb,0.3315408847784537
0.20403957131079967,49.01010101010101,0.0,erf,error_pb,0.3320633388210749
0.20199959192001632,49.505050505050505,0.0,erf,error_pb,0.33257879922397615
0.2,50.0,0.0,erf,error_pb,0.33308739880629545

10.0,0.2,0.5,erf,loss,4.227320206025754
6.689189189189189,0.29898989898989903,0.5,erf,loss,2.908228354035947
5.025380710659898,0.397979797979798,0.5,erf,loss,2.254181853192558
4.024390243902439,0.49696969696969695,0.5,erf,loss,1.867149350757908
3.35593220338983,0.595959595959596,0.5,erf,loss,1.6135029160897936
2.877906976744186,0.694949494949495,0.5,erf,loss,1.435735129891722
2.519083969465649,0.793939393939394,0.5,erf,loss,1.3050297176478984
2.2398190045248865,0.8929292929292931,0.5,erf,loss,1.2053760364609594
2.016293279022403,0.991919191919192,0.5,erf,loss,1.127194091845139
1.833333333333333,1.090909090909091,0.5,erf,loss,1.0644246470877823
1.6808149405772495,1.18989898989899,0.5,erf,loss,1.0130631339240797
1.5517241379310345,1.288888888888889,0.5,erf,loss,0.970366022699236
1.4410480349344978,1.387878787878788,0.5,erf,loss,0.934392580736698
1.3451086956521738,1.486868686868687,0.5,erf,loss,0.9037326489941079
1.2611464968152863,1.5858585858585863,0.5,erf,loss,0.8773369191744265
1.1870503597122302,1.6848484848484848,0.5,erf,loss,0.8544098725817855
1.1211778029445072,1.783838383838384,0.5,erf,loss,0.8343371875404731
1.0622317596566522,1.8828282828282832,0.5,erf,loss,0.8166378962460847
1.0091743119266054,1.981818181818182,0.5,erf,loss,0.8009306347292566
0.9611650485436891,2.0808080808080813,0.5,erf,loss,0.7869089364220646
0.9175162187210378,2.1797979797979803,0.5,erf,loss,0.7743253603208781
0.877659574468085,2.2787878787878793,0.5,erf,loss,0.7629774292618967
0.8411214953271027,2.377777777777778,0.5,erf,loss,0.7526970511974149
0.8075040783034256,2.476767676767677,0.5,erf,loss,0.7433452295260737
0.776470588235294,2.575757575757576,0.5,erf,loss,0.7348054592365341
0.7477341389728096,2.674747474747475,0.5,erf,loss,0.7269796484466328
0.7210487982520029,2.773737373737374,0.5,erf,loss,0.7197841390891969
0.6962025316455694,2.8727272727272735,0.5,erf,loss,0.7131478444608
0.6730115567641058,2.9717171717171724,0.5,erf,loss,0.7070096910298261
0.6513157894736841,3.0707070707070714,0.5,erf,loss,0.701317145817976
0.6309751434034415,3.1696969696969703,0.5,erf,loss,0.6960243957847073
0.6118665018541408,3.2686868686868693,0.5,erf,loss,0.6910917887531679
0.5938812237552489,3.3676767676767683,0.5,erf,loss,0.6864845487873568
0.5769230769230769,3.466666666666667,0.5,erf,loss,0.682172274722835
0.5609065155807365,3.565656565656566,0.5,erf,loss,0.6781278802241755
0.5457552370452039,3.664646464646465,0.5,erf,loss,0.6743281548834005
0.5314009661835748,3.763636363636364,0.5,erf,loss,0.670751467088321
0.5177824267782426,3.862626262626263,0.5,erf,loss,0.6673793937144061
0.504844467108618,3.9616161616161625,0.5,erf,loss,0.6641950233513397
0.49253731343283574,4.060606060606061,0.5,erf,loss,0.6611831867408446
0.48081593006313733,4.15959595959596,0.5,erf,loss,0.6583311200132129
0.469639468690702,4.258585858585859,0.5,erf,loss,0.6556259133286189
0.4589707927677329,4.357575757575758,0.5,erf,loss,0.6530570186456929
0.44877606527651853,4.456565656565657,0.5,erf,loss,0.6506146254848826
0.4390243902439024,4.555555555555556,0.5,erf,loss,0.6482896403240324
0.42968749999999994,4.654545454545455,0.5,erf,loss,0.6460740813818148
0.42073948151296214,4.753535353535354,0.5,erf,loss,0.643960110382915
0.4121565362198168,4.852525252525253,0.5,erf,loss,0.6419413472898144
0.40391676866585063,4.951515151515152,0.5,erf,loss,0.6400114658675901
0.39599999999999996,5.050505050505051,0.5,erf,loss,0.6381648849793216
0.38838760298156133,5.14949494949495,0.5,erf,loss,0.6363960505345236
0.38106235565819857,5.248484848484849,0.5,erf,loss,0.6347006783986202
0.37400831129580653,5.347474747474748,0.5,erf,loss,0.6330740824917058
0.3672106824925816,5.446464646464647,0.5,erf,loss,0.631512297700424
0.36065573770491793,5.545454545454547,0.5,erf,loss,0.6300114486054772
0.35433070866141725,5.644444444444446,0.5,erf,loss,0.6285683404301251
0.3482237073513893,5.743434343434345,0.5,erf,loss,0.6271793806885282
0.3423236514522821,5.842424242424244,0.5,erf,loss,0.6258416687497417
0.3366201972118326,5.9414141414141435,0.5,erf,loss,0.6245528068839997
0.33110367892976583,6.0404040404040416,0.5,erf,loss,0.6233097157612064
0.3257650542941757,6.13939393939394,0.5,erf,loss,0.6221103309836717
0.3205958549222797,6.23838383838384,0.5,erf,loss,0.6209524199621262
0.3155881415364998,6.337373737373738,0.5,erf,loss,0.6198336487999437
0.3107344632768361,6.436363636363637,0.5,erf,loss,0.6187522271042998
0.3060278207109737,6.535353535353536,0.5,erf,loss,0.6177062669110379
0.3014616321559074,6.634343434343435,0.5,erf,loss,0.6166943104325411
0.29702970297029696,6.733333333333335,0.5,erf,loss,0.61571454951275
0.29272619751626255,6.832323232323232,0.5,erf,loss,0.614765472306922
0.28854561352375396,6.931313131313132,0.5,erf,loss,0.6138457851228831
0.2844827586206896,7.030303030303031,0.5,erf,loss,0.6129537890847213
0.2805327288183621,7.12929292929293,0.5,erf,loss,0.6120886324253421
0.27669088876467296,7.228282828282829,0.5,erf,loss,0.6112491085406014
0.27295285359801486,7.327272727272728,0.5,erf,loss,0.6104339473596165
0.2693144722524483,7.426262626262626,0.5,erf,loss,0.6096422506358402
0.2657718120805369,7.525252525252525,0.5,erf,loss,0.6088730870859375
0.2623211446740858,7.624242424242426,0.5,erf,loss,0.6081250702991116
0.2589589327753073,7.723232323232325,0.5,erf,loss,0.6073978285593887
0.2556818181818181,7.822222222222224,0.5,erf,loss,0.6066904135451485
0.25248661055853094,7.921212121212123,0.5,erf,loss,0.6060020050990685
0.24937027707808562,8.02020202020202,0.5,erf,loss,0.6053316802015737
0.24632993281910923,8.11919191919192,0.5,erf,loss,0.6046788613061329
0.24336283185840707,8.218181818181819,0.5,erf,loss,0.6040430392002055
0.2404663589992713,8.317171717171718,0.5,erf,loss,0.6034231479315615
0.23763802208353335,8.416161616161617,0.5,erf,loss,0.6028190163007106
0.23487544483985764,8.515151515151516,0.5,erf,loss,0.6022298914984489
0.2321763602251407,8.614141414141415,0.5,erf,loss,0.6016552508066333
0.2295386042198006,8.713131313131314,0.5,erf,loss,0.6010943820471768
0.22696011004126546,8.812121212121212,0.5,erf,loss,0.600547360265106
0.22443890274314213,8.911111111111111,0.5,erf,loss,0.6000129776517718
0.2219730941704036,9.01010101010101,0.5,erf,loss,0.5994911759596703
0.21956087824351297,9.10909090909091,0.5,erf,loss,0.5989815946751272
0.21720052654673103,9.208080808080808,0.5,erf,loss,0.598483441900323
0.2148903841979596,9.307070707070707,0.5,erf,loss,0.5979966991860545
0.21262886597938144,9.406060606060606,0.5,erf,loss,0.5975210978452065
0.2104144527098831,9.505050505050505,0.5,erf,loss,0.5970556159160837
0.2082456878418174,9.604040404040404,0.5,erf,loss,0.5966005189190647
0.2061211742660837,9.703030303030303,0.5,erf,loss,0.5961552032498323
0.20403957131079967,9.802020202020202,0.5,erf,loss,0.5957194986873772
0.20199959192001632,9.901010101010101,0.5,erf,loss,0.5952931326117897
0.2,10.0,0.5,erf,loss,0.5948755177116395

10.0,1.0,0.0,erf,error,0.11580935429208389
6.689189189189189,1.494949494949495,0.0,erf,error,0.14435194221125527
5.025380710659898,1.98989898989899,0.0,erf,error,0.16914269902324466
4.024390243902439,2.484848484848485,0.0,erf,error,0.1870958035599896
3.35593220338983,2.97979797979798,0.0,erf,error,0.2004999522722094
2.877906976744186,3.474747474747475,0.0,erf,error,0.21097656851441715
2.519083969465649,3.9696969696969697,0.0,erf,error,0.2194980477765121
2.2398190045248865,4.464646464646465,0.0,erf,error,0.2266570758588769
2.016293279022403,4.95959595959596,0.0,erf,error,0.23282959150142768
1.833333333333333,5.454545454545455,0.0,erf,error,0.23826371652512712
1.6808149405772495,5.94949494949495,0.0,erf,error,0.24312924844681688
1.5517241379310345,6.444444444444445,0.0,erf,error,0.24754597678943788
1.4410480349344978,6.9393939393939394,0.0,erf,error,0.25160077908938766
1.3451086956521738,7.434343434343435,0.0,erf,error,0.2553581376367954
1.2611464968152863,7.929292929292931,0.0,erf,error,0.25886683176338443
1.1870503597122302,8.424242424242424,0.0,erf,error,0.2621645246671798
1.1211778029445072,8.91919191919192,0.0,erf,error,0.26528075960306846
1.0622317596566522,9.414141414141415,0.0,erf,error,0.2682390390617583
1.0091743119266054,9.90909090909091,0.0,erf,error,0.27105839881116905
0.9611650485436891,10.404040404040407,0.0,erf,error,0.2737541710102662
0.9175162187210378,10.898989898989901,0.0,erf,error,0.27633901483310913
0.877659574468085,11.393939393939396,0.0,erf,error,0.2788238383379492
0.8411214953271027,11.888888888888891,0.0,erf,error,0.28121746484905424
0.8075040783034256,12.383838383838386,0.0,erf,error,0.2835274204150212
0.776470588235294,12.87878787878788,0.0,erf,error,0.2857602217360154
0.7477341389728096,13.373737373737375,0.0,erf,error,0.2879219679202122
0.7210487982520029,13.86868686868687,0.0,erf,error,0.2900169481583701
0.6962025316455694,14.363636363636367,0.0,erf,error,0.2920499750735604
0.6730115567641058,14.858585858585863,0.0,erf,error,0.2940244876367636
0.6513157894736841,15.353535353535356,0.0,erf,error,0.2959440137912893
0.6309751434034415,15.848484848484853,0.0,erf,error,0.2978113965828266
0.6118665018541408,16.343434343434346,0.0,erf,error,0.29963005544490595
0.5938812237552489,16.83838383838384,0.0,erf,error,0.3014013922315584
0.5769230769230769,17.333333333333336,0.0,erf,error,0.30312827744975535
0.5609065155807365,17.82828282828283,0.0,erf,error,0.3048128965846045
0.5457552370452039,18.323232323232325,0.0,erf,error,0.3064567150717527
0.5314009661835748,18.81818181818182,0.0,erf,error,0.30806176139411334
0.5177824267782426,19.313131313131315,0.0,erf,error,0.30962947622866394
0.504844467108618,19.80808080808081,0.0,erf,error,0.3111606475686835
0.49253731343283574,20.303030303030305,0.0,erf,error,0.3126584971588674
0.48081593006313733,20.797979797979803,0.0,erf,error,0.314122647782646
0.469639468690702,21.292929292929298,0.0,erf,error,0.3155548928970382
0.4589707927677329,21.787878787878793,0.0,erf,error,0.31695619703105465
0.44877606527651853,22.282828282828284,0.0,erf,error,0.31832795995465846
